Trace,
-412464.8104,
180847.155,
159852.5825,
242729.9471,
-237978.105,
-139941.6052,
-198668.1126,
11482.21503,
-100192.0711,
-172206.1202,
-106303.8137,
234027.2977,
-9593.071061,
260018.8967,
-44081.1999,
-245540.3957,
102129.749,
-23336.04743,
-49550.81518,
253137.8579,
-109393.5861,
75896.77428,
156371.6162,
-414197.6015,
-87377.30513,
-1976.833952,
236715.0625,
-42276.73408,
-53497.86413,
264706.087,
86484.72729,
78269.6134,
126291.9996,
-50740.10982,
92479.45594,
-283392.5254,
-96191.46102,
22893.56656,
50376.56748,
-50162.18665,
-46122.60559,
145116.9176,
-76614.66362,
-163473.8841,
-68517.80524,
-19042.43095,
-208917.2037,
121047.6257,
131008.7486,
-634.3358866,
48689.73592,
-136107.5857,
6476.026086,
26194.57248,
232871.3441,
219473.3946,
-105491.1485,
262477.6133,
-110660.7426,
-267484.3971,
-11635.92592,
-91323.23594,
-98707.81274,
190378.8174,
102125.296,
-191708.9053,
124384.1082,
-98923.28084,
-23262.58201,
154501.69,
-15544.45127,
216863.1254,
2626.547774,
135779.2162,
171367.5186,
153089.3968,
91878.95836,
123674.5138,
18980.90665,
115793.7527,
-124109.8788,
24860.74959,
66786.94033,
-162594.9983,
374961.3621,
-398877.7677,
203560.7689,
-180632.9691,
-55573.24554,
-210175.5208,
-281969.0625,
-164880.2051,
72390.12306,
341014.677,
65185.71243,
26099.68368,
-217407.8181,
-1687.382866,
87713.15635,
-331512.1244,
-419479.0181,
-146038.3721,
240607.5771,
-103740.3911,
125658.2614,
-483661.3949,
-66292.89864,
-72100.12692,
49792.69239,
30796.28192,
161549.6354,
-297675.2499,
-16051.55925,
85257.70209,
58022.11954,
-179303.7339,
212050.0767,
-347977.6549,
105834.8367,
-49720.36073,
149055.7013,
81844.52381,
89939.55858,
94190.08515,
-241553.1624,
126459.905,
319419.1633,
-33373.75502,
-189076.9692,
-202872.701,
-259643.0519,
-181533.7966,
-234548.774,
24914.48268,
-189328.1683,
88873.60033,
268176.2693,
-93841.65313,
296529.6549,
-55074.03121,
-44804.98516,
15218.64367,
430834.4365,
-18357.74293,
153155.7278,
-105373.1123,
185709.2846,
-232513.949,
405481.0367,
-108500.1805,
-21283.14063,
442635.1747,
-55049.63774,
181867.8167,
-91284.53571,
138434.6105,
108418.7714,
-9438.927018,
148690.8385,
-350036.4058,
-342727.145,
15185.73816,
-207539.4353,
182023.3587,
-180663.6558,
-170964.5668,
-36711.04606,
46318.17909,
-288296.5802,
12377.55215,
176557.065,
-218178.4427,
-4592.290803,
-156919.4389,
-213677.8964,
-13118.67239,
167180.1076,
162380.2467,
-36934.16561,
221196.4672,
263856.7828,
387338.4562,
26081.50528,
-92920.25016,
153839.8276,
-359817.99,
421242.8968,
124137.869,
-238590.7418,
-84176.46515,
-276954.9981,
-169519.8862,
52603.66426,
199861.6043,
-115301.3137,
-21909.83248,
-12410.21838,
-20629.76119,
-18970.40319,
40692.41104,
61420.63987,
60567.30736,
62058.02546,
60872.16611,
61314.12485,
60920.6316,
61965.93486,
61334.94671,
61031.47944,
67858.07193,
59184.64614,
-4980.592789,
60580.4501,
-14494.34313,
59982.99401,
-14525.14775,
-14847.82813,
-16238.65932,
-15760.1371,
-15175.42851,
60066.9197,
-14519.26155,
61038.31634,
-15150.16996,
60472.92626,
60823.79484,
-16068.26019,
61017.56498,
61610.45463,
61275.02981,
62128.04343,
-15512.60685,
61818.89492,
69425.31726,
40848.54722,
59385.0824,
-15134.11736,
61347.00456,
-15891.88438,
-15514.34878,
-15042.75742,
59884.94072,
-15127.12397,
60470.8054,
64013.54044,
70005.51521,
-16021.8916,
61469.51779,
61602.79836,
60172.23659,
60907.08804,
61681.26418,
61048.62339,
61571.70607,
-15362.46402,
60604.2691,
-19141.56366,
68247.56015,
15959.33944,
-15445.4294,
60145.52006,
60462.66932,
-14572.10126,
-14918.60051,
60782.71914,
-14762.34569,
-15091.87105,
-15146.5307,
-20367.55548,
-18664.02804,
60466.013,
-15283.6933,
61129.2045,
61026.08285,
60661.40997,
61528.19393,
-15477.6221,
-16750.30511,
61808.90537,
-14751.73575,
68629.77285,
17875.50233,
-86951.24427,
107805.574,
-67716.07724,
-229346.7553,
58673.73411,
-46307.13195,
381689.0074,
-252811.4969,
-289881.2622,
39066.22653,
235035.3418,
215442.3006,
369826.6089,
-94418.47202,
108158.7299,
9564.590466,
10158.14261,
153334.2981,
27647.97373,
-65197.78802,
-21631.81423,
291917.3568,
-198097.4603,
151407.6242,
402428.9155,
-161167.5625,
-218808.4242,
-28184.3978,
219754.1691,
167685.8477,
-259665.5189,
193030.2875,
-102624.3506,
-17365.35036,
192625.8811,
-18013.34534,
-17810.48627,
-154314.2474,
-50936.3799,
-590028.8571,
-102756.3272,
-343067.4235,
29700.83408,
-153438.1233,
-165774.348,
119929.6406,
-49134.13673,
23565.21883,
-412488.7562,
58752.00977,
-145723.4539,
312286.32,
430687.5598,
167198.0126,
201518.803,
-256968.227,
277359.6922,
-160236.0621,
123816.1853,
-188789.311,
219775.4952,
131759.3091,
-191811.1428,
-208738.772,
-206948.2927,
197940.3627,
-99395.17136,
-218260.6712,
-296591.4208,
145950.1675,
-68275.01407,
297623.2231,
-252875.2328,
90676.4806,
-313336.7591,
-435846.4186,
-62401.34221,
40290.65305,
14110.64593,
-89093.119,
159218.8971,
106086.5443,
-245692.3356,
-132390.9443,
199847.3679,
212477.8338,
-96914.83097,
234481.4313,
-269578.5528,
122703.6612,
395794.5385,
-30472.59338,
-288904.871,
-337017.2961,
-103591.3303,
-34107.59968,
33520.40714,
-29247.13395,
-94453.68673,
33462.85778,
152202.4021,
-358923.6159,
126626.7196,
-24211.65032,
10199.42606,
52837.2504,
320929.4267,
75295.24542,
126389.0797,
130396.9265,
283630.5738,
-8368.679941,
35713.57628,
41194.89171,
-144473.9918,
24905.72149,
24961.56353,
136396.7591,
107216.93,
311360.3318,
-21982.84802,
-170294.7763,
-25851.77618,
318050.8408,
22287.72549,
-195198.6248,
96536.1365,
-90247.87516,
219901.7579,
-213732.4662,
-246212.1062,
11458.64946,
-297264.9008,
86923.53155,
-187105.7672,
-12786.21022,
-49528.45039,
16475.9387,
-351561.3607,
267253.4829,
-211588.5961,
-118652.4704,
155838.2747,
-183721.6463,
250462.1927,
153486.2316,
62976.49513,
-25104.90779,
106306.2149,
-58167.7579,
227847.6232,
108261.5937,
-81550.29714,
-298073.8952,
160927.791,
-135598.0627,
128019.9204,
-198263.0614,
-9698.819304,
-36487.34178,
37584.02846,
7904.114166,
-206968.4606,
-39559.4148,
347295.2153,
26527.61524,
-176859.3453,
-64184.78195,
85308.5848,
8184.482008,
-5971.824057,
186860.0015,
-69854.0468,
-28790.7506,
-10612.61461,
103289.9556,
-155515.3451,
-54522.04006,
195495.851,
-171325.562,
-158293.3147,
-107749.8305,
-209572.9439,
-339086.2586,
21013.76189,
-55245.02272,
-97079.09169,
218589.2886,
-131025.6081,
172568.0319,
38559.13253,
32949.13714,
-180406.5394,
438047.7306,
-111747.8578,
-154454.0173,
46770.49578,
-164288.6068,
-38848.36136,
-163308.6497,
106203.3499,
-179217.8554,
-312.4894034,
-302162.8163,
-319092.1661,
-15668.53826,
-49425.65496,
108520.3929,
137096.3232,
-139530.1283,
-187917.4772,
404643.7626,
222920.4535,
-110790.7293,
-216001.2429,
144874.4322,
10776.86575,
169053.6211,
9792.995228,
59365.75945,
-89610.00467,
10116.68339,
247513.4642,
147124.133,
319455.2108,
-69862.2205,
-55605.00717,
42674.38414,
-365440.4158,
289482.6354,
-3571.366855,
35063.5648,
321177.1956,
291450.6535,
274888.864,
-118418.7436,
42490.84404,
-98641.16609,
-101208.2988,
-6279.690125,
160315.9617,
-23420.73764,
120356.7828,
-8282.129302,
33023.08485,
-152952.4481,
353536.244,
-46926.17968,
-59309.76113,
153193.7211,
-247100.0576,
195434.5223,
43879.75117,
58668.1965,
86615.21029,
-240455.4419,
-118584.3121,
-136690.1688,
84762.29168,
64053.65856,
-58710.71406,
218112.8402,
-58640.02775,
24323.64641,
115831.7438,
104062.4752,
-88331.42087,
110734.5223,
-36213.87355,
120818.1744,
332231.0374,
-65063.07514,
-181890.041,
-148061.8378,
130205.0703,
37372.74689,
244903.9171,
37946.00959,
172700.3223,
132108.4737,
103263.5996,
201422.1419,
-127789.0367,
-20648.48791,
73184.35127,
-159839.9948,
329346.0888,
28995.35439,
-48440.31852,
-334938.0403,
236304.0086,
-275788.1152,
-83335.84304,
206472.5182,
60002.83878,
193992.6813,
232456.5851,
-52120.46292,
31530.49645,
223815.8486,
50559.08594,
204239.3345,
-461071.4824,
37053.45571,
-297425.5802,
202696.9639,
-154584.3851,
-77879.54757,
23222.6179,
