Trace
ADEMOD:FM
A.14.13,N9010A
503 P03 ,01
AF Res Bandwidth,180.00 Hz
AF Start Freq,0 Hz
AF Stop Freq,20.000000 kHz
Attenuation,10 dB
Average Count,10
Average State,Off
BPF,Off
Center Frequency,433900000
Channel BW,1.5 MHz
Demod Time,720 ms
External Gain,0.00 dB
HPF,Off
Input Z Correction,50 Ω
LPF,Off
PreAmp Band,Low
PreAmp State,Off
Ref Level,0.000 Hz
RF Calibrator,Off
RF Coupling,AC
RF Res Bandwidth,1.6 MHz
RF Span,3.000 MHz
Sweep Time,20.0 ms
Trigger Delay,55.00 ms
Trigger Level,-2.00000E+01
Trigger Slope,Positive
Trigger Source,RF Burst
X Axis Unit,S
Y Axis Unit,Hz
Demod
213947.178686967
-916222.536855758
762888.664275324
107076.150083592
-382336.014361516
-167277.27485406
-48719.8339774548
-110714.339562614
165221.748367324
-1203799.90921938
-852107.811477384
38361.4478944735
393384.885544596
-175167.446238955
341750.685046238
239198.46295478
55468.9481234373
-4289266.28684093
124531.385315142
-2378675.88924817
226714.859192549
96606.5171878566
63234.4948173174
209456.74453358
-17426.7113707666
227826.187170457
17.3821326795696
-232545.263154396
676020.609765835
-186673.947798178
-620177.313972573
399090.075365446
537797.574431039
-267525.985150201
423461.858580918
246083.54127644
181149.670572339
178127.072216379
159769.461225197
175522.911330427
239104.058248282
168012.997736037
208861.132914109
215963.96514398
194887.650089434
154468.577964306
165183.546038353
207721.775121643
160774.640202841
192380.85059875
155732.618802319
209624.009878635
235587.255310031
224878.285919387
176952.982233835
179485.927970619
231717.994742245
223096.029085975
177586.336201672
197380.945290933
203321.658411823
217159.922090303
192932.693770489
204479.70933957
170126.671689306
160627.478181186
179931.143058166
217196.55604405
164300.462477761
141242.221807522
228725.668179615
184995.377033136
240668.15787673
171398.354464395
152574.869006173
218080.342805382
202556.742665881
183995.423791021
229805.593349086
199424.502799514
173174.000893704
182323.728071855
159433.24335403
213147.939644789
195436.677571778
178072.422133388
162374.70079177
213460.678283634
170368.150642592
183028.488251349
152724.363484477
181563.91741603
182655.218619239
152231.140558263
212437.710575968
177732.229436361
237417.313841365
178349.58508025
165905.562822792
231349.977166762
175002.569473147
204926.745603408
240846.450873295
185736.322586865
213079.367871236
165156.909713776
136804.755155249
161092.641689486
159496.628208616
149493.062758977
171229.918084125
188956.591367824
217103.130412166
209455.286238356
187728.263975296
123034.610738203
154846.15032091
177829.675883789
152878.179128697
207682.94925027
193954.08555301
238469.587168013
180340.133033481
173097.248972411
165125.999053199
176152.647022767
206361.585097557
140212.035521565
143945.409997447
177275.23096819
165839.067549286
235627.664603876
220371.221787209
159616.670901816
180554.684284323
194490.618482367
208248.982948335
170505.338896711
191204.581183933
199445.057316926
217101.929309677
118106.634453689
190902.780732445
141445.91518302
193174.944911634
158862.154666908
224370.509904202
161542.622726359
189428.734356051
201007.56408272
174906.172768956
173564.584088337
157053.720337036
172745.904302195
200092.413489389
180737.004730312
196023.921264967
168805.914424757
217969.386470609
165330.136408813
182337.18802486
193715.270986229
206036.963075693
186213.195255404
172374.187788896
207491.732805794
152616.361608437
223448.735875459
230807.221496704
203095.414845841
143497.978569677
227198.047425029
172007.496420289
203983.055835641
243132.829191993
196413.040253355
220155.77348174
157380.627943703
170768.873744295
177615.303030128
191258.851881479
168755.006401103
242654.770307467
251173.2035643
166236.784677341
220224.636737711
119392.577141384
188908.02812115
186481.281224802
191023.445993014
180054.237846592
130821.968424524
183082.080425295
207431.944689305
140927.960987406
191314.717678903
178094.807936231
138566.982971604
170143.248574196
222748.60647523
220885.61409481
216476.065200832
218486.874778463
188672.567402197
191125.358861158
175080.374304813
174427.089001789
228367.142698292
211619.21632449
227024.682591046
191417.54767352
198723.528870169
183805.777716129
134288.446567705
224007.919963153
225625.011330853
239351.061204347
190633.758691806
183048.064084909
216969.803399822
200792.201057801
145809.709150121
177387.828911077
177857.159062447
180118.66622736
188807.898849392
173844.517575463
221792.444217001
177249.443340396
188859.497457227
204030.664803832
173109.368050901
193094.419554419
133978.127890622
124922.951326119
219930.153944695
231830.177034558
158072.595789756
184203.365207436
196036.70919963
161041.471114836
189959.488663659
177719.302598821
226907.157424152
180827.242986767
186872.334676262
178247.023554962
202502.18582829
175123.196144589
197085.139832643
268506.709370907
181071.836574852
256956.856409315
158471.914589514
206368.859913119
171199.63221657
222696.83676808
90668.1390815279
149142.409253954
235995.60863833
199439.250485263
120067.802725775
200175.2560392
195007.540548381
144424.759992335
218853.294159159
181726.089159845
199940.381076207
180558.034364014
151259.823248815
207190.344479493
237710.54320443
210384.618114542
172613.171224078
102825.380848893
215570.766880142
184602.809583947
226315.061955363
151619.099899645
-26947.5496830354
-22845.4894444957
66707.7681401143
66372.326705765
51280.0279952755
-14043.7500786548
-9367.72505050361
-10140.0435234459
59406.2452362907
69921.4097094301
-12569.2173582735
-12291.6858192439
-10811.4141882506
59449.96875
51861.3268536268
-10103.3257882265
-23197.8910998564
-26859.3326348107
65234.0927693155
59470.3169361616
57343.5460113307
-24573.1578308161
-23210.551995141
61781.33984375
66311.209509283
60560.4456520095
-12864.217891329
379.468013580523
8912.60913191326
58390.400997257
64786.8070080754
-19183.8149694351
-7120.4295266523
-6010.67579707093
67349.9963798071
61956.0036533829
-36190.5318454072
-6204.81043824022
-14217.493855003
62918.180733386
54815.3232553862
53068.418947912
-5755.61116325526
-23272.8533578361
58205.2911749637
63619.1215773824
57092.6705021453
-8902.14785577275
-29594.0287731255
85101.6970872327
70050.7868401223
68790.1466253995
-9169.69757645011
-33692.8833338197
-8576.26014477952
60479.0435235975
54821.5381110345
-6149.22489563038
-27273.8283488985
-5828.42822265625
53648.541793824
58732.1218285401
-17622.0078343124
-34872.0315260403
-5813.1713040101
69700.3299308179
67610.9649128266
74118.3676160906
-23399.8127587049
-9362.21360891312
56062.8491731241
52507.8863109761
47793.11328125
-29076.282145246
-10053.5342121477
8188.91290087701
61724.2704091124
60529.3650081883
62985.2606908014
71108.640831533
71187.9004896864
-18741.5250599686
-6915.6911743066
-27986.4572287473
-6433.54205246269
-22792.2368775982
53625.278230462
58552.6635084178
48862.0562643537
57159.9543940003
53621.5390625
-22685.4537809372
66.1398415738261
-30307.828125
-8321.97348923253
-20652.6043802078
81593.2147129718
66837.1101100996
65241.5019452156
-1207.2013735075
-25840.1710317472
-21919.2249785978
57060.8097060712
53680.5213860707
-1842.8267123999
-26810.76953125
-15136.523876366
68342.584869358
65718.5065327249
-14099.4157426126
-17725.9069151185
-20370.6353651723
66390.0551979368
61926.7785794527
62831.0137689364
-20616.6381993238
-15117.2316749479
45548.0866713804
45411.6406900116
53670.0450584978
54361.841705507
55884.6718484901
23006.5477179501
-31473.513671875
-9572.36368190807
-20666.1743508856
-16252.7628931242
-4664.73246011086
57134.4466830028
60579.3358794563
63467.5793026689
54167.100328578
